constituency-name,parl25-deprivation-score,label,low-deprivation,medium-deprivation,high-deprivation,parl25-imd-pop-quintile,parl25-imd-pop-decile
Horsham,9.890523048,5th IMD quintile,0.751310091,0.248689909,0.0,5,10
South West Hertfordshire,9.888535596,5th IMD quintile,0.706361829,0.276848907,0.016789264,5,10
Kenilworth and Southam,9.822602517,5th IMD quintile,0.876051511,0.123948489,0.0,5,10
Oxford West and Abingdon,9.820465941,5th IMD quintile,0.867800445,0.086652196,0.045547359,5,10
Mid Dunbartonshire,9.762479569,5th IMD quintile,0.823635754,0.167579041,0.008785204,5,10
Eastleigh,9.735928906,5th IMD quintile,0.74856566,0.25143434,0.0,5,10
Didcot and Wantage,9.679196707,5th IMD quintile,0.879700793,0.120299207,0.0,5,10
Rayleigh and Wickford,9.672697174,5th IMD quintile,0.850294035,0.149705965,0.0,5,10
St Neots and Mid Cambridgeshire,9.656305036,5th IMD quintile,0.784860485,0.215139515,0.0,5,10
Mid Bedfordshire,9.644069068,5th IMD quintile,0.864297759,0.120141771,0.01556047,5,10
Richmond Park,9.58635029,5th IMD quintile,0.866570768,0.133429232,0.0,5,10
St Albans,9.460159378,5th IMD quintile,0.822622211,0.177377789,0.0,5,10
Wimbledon,9.332594337,5th IMD quintile,0.843206547,0.156793453,0.0,5,10
Hitchin,9.305815808,5th IMD quintile,0.803573883,0.196426117,0.0,5,10
Winchester,9.239923797,5th IMD quintile,0.84791217,0.15208783,0.0,5,10
Twickenham,9.205415687,5th IMD quintile,0.871214642,0.115501941,0.013283417,5,10
Godalming and Ash,9.165109277,5th IMD quintile,0.871637476,0.128362524,0.0,5,10
South Cambridgeshire,9.114483947,5th IMD quintile,0.89128353,0.10871647,0.0,5,10
East Grinstead and Uckfield,9.079090324,5th IMD quintile,0.847756086,0.152243914,0.0,5,10
South Leicestershire,9.068274993,5th IMD quintile,0.869708968,0.130291032,0.0,5,10
Guildford,8.943358785,5th IMD quintile,0.786196445,0.213803555,0.0,5,10
Beaconsfield,8.881501964,5th IMD quintile,0.830268596,0.169731404,0.0,5,10
Farnham and Bordon,8.749443625,5th IMD quintile,0.875340818,0.124659182,0.0,5,10
Epsom and Ewell,8.747110058,5th IMD quintile,0.85732509,0.14267491,0.0,5,10
Henley and Thame,8.66510565,5th IMD quintile,0.887534445,0.084215066,0.028250489,5,10
Witney,8.644810345,5th IMD quintile,0.892369964,0.107630036,0.0,5,10
Hamble Valley,8.63634649,5th IMD quintile,0.892731547,0.092473139,0.014795314,5,10
North Somerset,8.622001131,5th IMD quintile,0.864868231,0.135131769,0.0,5,10
Sheffield Hallam,8.561057923,5th IMD quintile,0.846222679,0.140570368,0.013206953,5,10
West Aberdeenshire and Kincardine,8.274615948,5th IMD quintile,0.944797581,0.055202419,0.0,5,10
Surrey Heath,8.272938604,5th IMD quintile,0.843842257,0.156157743,0.0,5,10
Maidenhead,8.023803442,5th IMD quintile,0.840048757,0.159951243,0.0,5,10
Esher and Walton,8.012390849,5th IMD quintile,0.837152113,0.162847887,0.0,5,10
Mid Sussex,7.943571858,5th IMD quintile,0.86819641,0.13180359,0.0,5,10
Hertford and Stortford,7.791214891,5th IMD quintile,0.890812791,0.109187209,0.0,5,10
Mid Buckinghamshire,7.629418602,5th IMD quintile,0.963376489,0.036623511,0.0,5,10
South Northamptonshire,7.584964551,5th IMD quintile,0.967340009,0.032659991,0.0,5,10
York Outer,7.49582721,5th IMD quintile,0.914660228,0.07177552,0.013564252,5,10
Rushcliffe,7.166617491,5th IMD quintile,0.946941348,0.053058652,0.0,5,10
Chesham and Amersham,6.822873114,5th IMD quintile,0.923619552,0.076380448,0.0,5,10
Harpenden and Berkhamsted,6.600332396,5th IMD quintile,0.904064307,0.095935693,0.0,5,10
North East Hampshire,6.050088738,5th IMD quintile,0.974473322,0.025526678,0.0,5,10
Wokingham,5.732661846,5th IMD quintile,0.94963683,0.05036317,0.0,5,10
